well,n,ps,ps_frac,eval_n,lateral_ft,azimuth,tvt_eval_std,tvt_eval_range,gr_miss_pct,gr_miss_eval_pct,gr_gap_med,gr_gap_max,tw_covers_eval,carry_rmse
aee6393a,7146,1281,0.18,5865,6921,-42.8,3.36,14.0,48.9,48.5,1,12,True,4.67
af7a59ce,4330,1306,0.3,3024,4030,-48.1,2.23,11.2,25.8,28.6,1,7,True,4.12
aff4e561,7723,1697,0.22,6026,7241,131.5,5.0,21.0,34.4,35.5,1,10,True,10.85
b04b58a3,5229,1827,0.35,3402,4857,-49.0,11.91,31.4,5.5,4.9,1,4,True,13.06
b0d42b0d,6357,1386,0.22,4971,6145,131.1,8.46,32.9,53.4,56.1,1,20,True,19.8
b0f53bf4,4202,1447,0.34,2755,4056,133.8,6.05,18.7,27.4,27.5,1,36,True,9.23
b19b0395,7196,1383,0.19,5813,6906,-47.5,5.95,25.8,4.0,3.8,1,2,True,10.05
b1efb8a4,7562,1564,0.21,5998,7210,110.9,6.6,19.4,5.0,5.2,1,4,True,8.51
b32902c0,5737,1929,0.34,3808,5194,93.2,5.03,27.9,48.4,54.3,1,15,True,5.16
b32e4903,7420,1650,0.22,5770,6929,131.4,5.75,22.5,6.2,4.1,1,151,True,5.86
b3388334,7807,1727,0.22,6080,7217,75.6,12.52,58.0,23.0,24.6,1,14,True,14.23
b37fd114,9786,1625,0.17,8161,9484,-68.3,13.9,53.2,8.5,8.1,1,11,True,24.98
b38e3116,7954,1743,0.22,6211,7419,110.8,5.51,24.8,5.3,5.5,1,4,True,6.4
b4d8dd4f,5909,1650,0.28,4259,5355,131.7,17.07,54.7,11.2,9.7,1,11,True,17.1
b4f37e6e,4499,1507,0.33,2992,4156,-50.2,9.47,35.0,31.6,35.1,1,19,True,14.95
b56bc0aa,7431,1829,0.25,5602,6768,129.6,3.85,15.2,20.6,22.4,1,10,True,8.79
b585b4fa,5999,1705,0.28,4294,5462,130.9,9.07,36.7,12.1,11.8,1,11,True,9.97
b5aa9634,8747,1421,0.16,7326,8598,111.1,9.11,37.1,4.0,4.2,1,3,True,11.48
b7974e66,7170,1612,0.22,5558,6844,90.9,6.85,19.1,49.7,52.7,2,21,True,6.97
b7cdcecb,7620,1452,0.19,6168,7258,-49.7,5.67,25.4,41.7,42.6,2,9,True,9.27
b7fea9ef,5575,1709,0.31,3866,5034,-55.0,4.23,18.3,15.1,14.0,1,182,True,11.15
b85f7b06,5453,1650,0.3,3803,5051,-89.1,2.24,10.0,19.3,20.2,1,7,True,3.57
b881d27e,5442,1433,0.26,4009,5017,-49.7,5.39,27.5,43.6,50.7,1,9,True,18.79
b8c49c1a,6254,1935,0.31,4319,5612,-48.7,8.06,32.1,21.2,22.8,1,6,True,8.26
b95e7121,7492,1186,0.16,6306,7232,-73.2,2.82,11.4,6.4,6.7,1,7,True,3.42
b977be4a,7495,1578,0.21,5917,7133,-68.9,18.58,54.2,23.1,24.7,1,11,True,18.58
ba48188d,5534,1368,0.25,4166,5276,127.8,33.53,105.0,16.7,17.7,1,12,True,50.94
bb2cdd83,5665,1840,0.32,3825,5061,130.9,2.99,12.6,14.6,14.4,1,5,True,3.02
bb337fa0,8216,1343,0.16,6873,7913,124.9,8.64,36.9,65.7,66.9,2,17,True,24.08
bb682ebd,5931,1792,0.3,4139,5382,104.1,9.49,36.0,25.7,28.8,1,12,True,19.87
bc4381e2,6885,1930,0.28,4955,6233,98.6,4.24,20.5,52.9,58.1,2,23,True,12.6
bcebcc5f,7889,1631,0.21,6258,7371,-50.6,8.09,37.7,47.8,48.5,1,11,True,24.24
bd2c2f34,11621,1798,0.15,9823,11194,131.1,5.61,24.7,61.1,63.0,2,16,True,5.66
bd4ae5da,6905,1899,0.28,5006,6253,87.4,5.67,22.3,63.1,67.1,2,94,True,14.05
bd6f0e19,6979,1839,0.26,5140,6456,-93.0,4.03,16.2,18.7,25.2,1,18,True,10.12
bd8f847e,6161,1200,0.19,4961,5872,-75.8,6.97,24.5,17.7,19.9,1,18,True,7.39
be063506,6539,2039,0.31,4500,6020,111.8,3.48,16.5,25.3,25.0,1,98,True,9.69
be35c8f2,5898,1672,0.28,4226,5394,111.9,4.59,17.4,31.5,37.6,1,15,True,4.67
be83e781,4776,1555,0.33,3221,4450,-46.6,2.7,15.6,44.9,52.1,1,17,True,3.15
beda8696,7868,1956,0.25,5912,7326,133.5,9.35,48.9,51.9,52.7,2,12,True,9.82
bf39bc20,5047,1744,0.35,3303,4529,-50.6,8.4,33.8,53.7,61.6,2,24,True,8.4
bf70b410,8000,1653,0.21,6347,7498,132.6,14.41,48.2,38.0,42.0,1,22,True,18.92
bffe3082,7186,1463,0.2,5723,6700,-69.4,13.33,37.8,30.6,31.1,1,9,True,16.6
c03b9305,6067,1812,0.3,4255,5334,130.6,6.24,22.1,47.4,51.6,1,15,True,7.12
c03d4aed,6375,1734,0.27,4641,5856,-75.9,8.47,28.7,16.0,18.4,1,8,True,12.58
c03fba65,5669,1970,0.35,3699,5019,176.4,9.68,35.1,44.7,51.1,1,10,True,22.74
c07fd0cd,6035,1844,0.31,4191,5513,-52.0,3.97,15.0,43.4,48.5,1,18,True,4.05
c1708b88,7960,1645,0.21,6315,7350,-55.5,10.76,38.0,62.3,64.1,2,18,True,18.3
c1d046f4,6917,1404,0.2,5513,6699,-89.9,6.42,21.4,1.3,1.5,1,2,True,7.7
c2717d4f,6682,1961,0.29,4721,6057,86.4,6.54,21.5,6.7,3.2,1,219,True,8.45
c2c4db09,7851,1812,0.23,6039,7459,-69.1,8.43,28.9,22.7,23.4,1,11,True,9.03
c2c6fc71,8840,1721,0.19,7119,8369,-45.2,6.74,24.2,36.8,38.3,1,116,True,11.77
c36625df,6386,1644,0.26,4742,5851,85.6,3.74,20.4,74.7,76.9,3,25,True,8.0
c3957531,7254,1938,0.27,5316,6645,110.8,12.43,45.6,3.8,3.8,1,4,True,12.52
c42fe306,7023,1928,0.27,5095,6525,131.0,9.52,30.7,55.5,59.5,1,13,True,11.28
c43812e2,7293,1766,0.24,5527,6699,106.5,5.78,21.4,61.5,62.1,2,15,True,7.02
c472c0b5,4867,1813,0.37,3054,4305,137.4,3.86,14.4,8.0,3.1,1,203,True,8.28
c47e0767,6099,1743,0.29,4356,5601,125.1,9.48,31.7,11.8,14.8,1,8,True,21.48
c50b42f6,7920,1906,0.24,6014,7279,-46.8,7.78,29.9,18.8,18.4,1,11,True,8.6
c593337f,7118,1910,0.27,5208,6685,111.1,17.74,48.3,31.3,30.9,1,25,True,23.82
c59b6c4a,7460,1961,0.26,5499,6838,134.3,10.12,40.9,14.8,14.9,1,6,True,20.95
c66be2b8,6207,2053,0.33,4154,5503,108.4,16.44,48.1,26.3,29.5,1,8,True,22.23
c6797dd7,6281,1617,0.26,4664,5544,-58.3,5.75,22.0,18.0,14.9,1,329,True,5.83
c6b782a4,6675,1798,0.27,4877,6060,132.8,7.17,25.2,27.4,27.3,1,208,True,12.81
c6c96179,5813,1809,0.31,4004,5220,-46.9,4.7,18.7,32.7,38.2,1,17,True,8.77
c70c0e01,6057,1745,0.29,4312,5581,-53.7,7.12,26.9,68.4,70.0,2,20,True,8.96
c84c65be,10243,1747,0.17,8496,9759,129.1,8.14,37.0,43.2,43.9,2,34,True,9.74
c8d9680c,7741,1460,0.19,6281,7432,110.2,17.33,63.6,35.5,38.6,1,10,True,42.77
c908edd0,6751,1458,0.22,5293,6449,89.7,8.43,31.8,4.8,4.8,1,3,True,8.77
c9578d27,6202,1715,0.28,4487,5814,130.9,9.84,35.6,50.0,57.4,1,13,True,10.31
c96c018a,7679,1443,0.19,6236,7240,-89.6,6.68,24.2,7.4,7.5,1,4,True,12.86
c99f9fae,8394,2033,0.24,6361,7696,-49.6,4.0,27.1,3.7,3.8,1,4,True,5.41
c9e6734f,6388,1653,0.26,4735,6083,-48.2,10.3,32.4,4.9,5.2,1,5,True,10.31
c9e980e8,6262,1903,0.3,4359,5621,-93.6,6.63,15.7,15.3,14.9,1,6,True,9.74
c9fedcf3,5210,1693,0.32,3517,4707,-87.8,3.12,15.4,5.7,6.1,1,12,True,7.47
cad13e8f,6866,2018,0.29,4848,6166,-44.1,4.5,24.5,4.2,4.8,1,3,True,17.02
cb34231f,7510,1901,0.25,5609,6863,-43.8,5.13,17.9,8.8,10.7,1,18,True,5.42
cb879f40,7904,1589,0.2,6315,7603,111.1,8.79,28.1,35.3,38.1,1,18,True,8.8
cbb406b5,8135,1807,0.22,6328,7518,88.6,7.46,30.9,48.8,51.1,1,12,True,11.36
cbe51de1,5362,1399,0.26,3963,5050,-84.9,9.47,30.1,6.7,4.6,1,4,True,15.02
cbe62450,7858,1600,0.2,6258,7523,109.5,10.92,40.5,32.6,38.0,1,10,True,18.61
cc08aa63,5018,1744,0.35,3274,4482,127.2,6.52,21.6,40.6,47.3,1,13,True,12.99
cc8a1d57,8321,1683,0.2,6638,7908,125.6,11.73,38.9,15.8,17.4,1,10,True,27.56
ccedb12b,6427,2026,0.32,4401,5867,125.2,8.57,35.8,42.6,45.6,1,19,True,10.61
cd7f1687,5981,1749,0.29,4232,5463,113.0,5.8,18.8,63.7,70.0,2,22,True,10.57
cda7eb37,7620,1647,0.22,5973,7178,126.4,9.41,31.9,15.2,17.4,1,5,True,10.04
cdc31d65,6608,1768,0.27,4840,6005,-48.7,6.29,27.0,44.6,44.9,1,266,True,7.48
cdc60a53,7631,1753,0.23,5878,7122,130.4,8.28,30.7,53.6,55.3,1,255,True,8.32
ce55ba43,5658,1554,0.27,4104,5404,120.6,7.28,25.7,63.5,64.1,2,15,True,14.3
ce8399b7,3548,1933,0.54,1615,2935,-47.7,2.03,8.1,5.9,3.7,1,13,True,3.36
cf50c9d1,6634,1776,0.27,4858,6073,132.6,10.3,44.4,17.1,16.1,1,253,True,31.57
d00e7eb9,7321,1617,0.22,5704,6779,-49.2,4.31,16.6,46.9,48.7,2,25,True,7.91
d011f41b,3906,1639,0.42,2267,3556,-46.9,7.05,21.9,4.5,4.5,1,5,True,10.86
d07aed8f,4709,1752,0.37,2957,4199,-69.1,2.57,9.6,29.5,33.0,1,171,True,5.4
d085e611,7852,1661,0.21,6191,7369,-70.0,9.96,36.4,47.1,48.1,1,22,True,10.08
d0a0e7b5,5423,1607,0.3,3816,5139,93.3,5.23,18.0,13.3,13.9,1,10,True,11.68
d0a43760,5502,1461,0.27,4041,5256,-47.0,3.68,10.9,1.5,1.3,1,7,True,4.25
d0cb63ae,6859,1636,0.24,5223,6272,134.2,12.15,42.2,33.2,36.4,1,10,True,19.94
d114d9c2,7543,1337,0.18,6206,7302,132.0,5.79,23.8,44.3,46.7,1,13,True,7.7
d1457cc5,8443,1523,0.18,6920,7768,132.1,8.06,26.3,29.5,28.8,1,12,True,8.12
d1ecf309,7864,1696,0.22,6168,7196,88.3,8.3,26.4,48.1,53.6,2,25,True,9.38
d1ee630d,7879,1589,0.2,6290,7429,-69.5,4.74,19.2,40.6,42.7,1,11,True,12.22
d217e0c5,5713,1875,0.33,3838,5245,-68.7,4.57,17.9,13.1,13.2,1,9,True,5.2
d24ff243,7116,1475,0.21,5641,6754,-47.5,3.57,16.0,23.9,26.4,1,14,True,3.58
d273674e,5738,1839,0.32,3899,5100,112.5,3.29,18.7,19.8,20.7,1,12,True,3.4
d2f3b1ab,7018,1437,0.2,5581,6734,-48.1,14.47,47.8,22.1,23.9,1,9,True,17.36
d3df146b,7252,1465,0.2,5787,6779,-89.9,6.33,27.6,27.8,29.4,1,9,True,11.7
d40f61d5,5880,1841,0.31,4039,5345,-47.1,4.42,17.3,15.5,15.4,1,9,True,4.55
d41beaf2,6592,1839,0.28,4753,6086,132.7,8.57,32.7,26.9,28.5,1,165,True,16.34
d463e527,6991,2224,0.32,4767,6259,89.2,8.02,31.6,5.1,5.7,1,7,True,8.59
d4f60a28,6435,1934,0.3,4501,5754,-52.5,5.42,18.8,36.0,37.3,1,157,True,6.18
d50c649a,6548,1675,0.26,4873,6123,110.8,4.55,18.5,30.0,33.2,1,7,True,6.82
d543916f,6281,1482,0.24,4799,5925,-75.3,7.86,27.7,48.8,52.2,1,9,True,10.2
d5df0ff5,5490,1458,0.27,4032,5303,117.1,5.63,24.8,2.9,3.5,1,4,True,16.35
d60430e6,4176,1665,0.4,2511,3748,105.4,5.36,19.4,33.7,40.5,1,15,True,7.85
d63196fe,5881,1371,0.23,4510,5568,123.8,8.11,32.6,16.3,18.1,1,11,True,19.53
d6c320d9,6946,1494,0.22,5452,6603,-47.4,5.09,19.9,3.6,3.7,1,3,True,11.21
d6dd7330,7660,1467,0.19,6193,7346,110.6,8.74,37.0,6.3,6.8,1,12,True,11.82
d7ba4f9d,7771,1748,0.22,6023,7302,-54.5,3.46,15.2,31.3,32.7,1,67,True,5.1
d7eb0be8,7208,1807,0.25,5401,6775,137.6,17.68,56.3,4.7,4.8,1,4,True,32.83
d84b621b,5746,1752,0.3,3994,5213,130.9,5.11,27.1,27.0,32.1,1,15,True,21.82
d90aa14c,12141,2123,0.17,10018,11565,130.7,9.89,48.8,40.3,38.6,1,24,True,11.99
d924e971,5308,2124,0.4,3184,4644,109.6,20.19,68.8,10.8,6.5,1,229,True,32.77
d9ae59b2,5150,1502,0.29,3648,4676,-51.1,3.07,13.4,42.1,43.1,1,12,True,5.05
d9d6d94d,6660,1741,0.26,4919,6122,119.2,9.39,32.5,16.6,16.2,1,7,True,9.39
d9eca87b,7932,1559,0.2,6373,7436,133.1,16.26,83.0,56.6,58.7,2,18,True,26.44
da2d4d7c,3567,1453,0.41,2114,3317,-64.5,3.32,12.0,24.6,32.0,1,10,True,3.58
da3bfe4e,7107,1558,0.22,5549,6803,-44.9,13.37,48.0,53.9,58.5,2,23,True,30.21
da3cf798,7591,1747,0.23,5844,7049,130.4,5.47,25.6,49.3,51.7,1,22,True,16.91
da940160,6792,1660,0.24,5132,6239,88.5,5.34,19.9,33.9,37.6,1,9,True,11.22
dafc88c3,7187,1615,0.22,5572,6942,-47.8,4.57,20.7,4.8,5.0,1,6,True,6.88
dbee6c86,9114,1745,0.19,7369,8621,113.4,3.9,18.6,5.1,5.1,1,8,True,4.4
dc5fbe29,6555,1352,0.21,5203,6108,-54.6,6.66,28.9,33.4,36.9,1,13,True,7.92
dc7da28f,6672,1898,0.28,4774,6071,-44.5,8.2,26.4,7.4,6.1,1,7,True,10.22
dc7f9757,6203,1843,0.3,4360,5636,88.2,5.93,18.5,53.7,60.0,2,23,True,9.81
dd168de0,5095,1791,0.35,3304,4681,140.3,2.97,14.8,6.8,8.5,1,109,True,2.99
dd64382d,5058,1934,0.38,3124,4498,130.8,3.25,15.6,57.9,62.6,2,27,True,4.26
dd6bc5b2,5764,2162,0.38,3602,4962,-52.9,8.26,25.1,9.3,11.9,1,6,True,11.78
dd7d638e,6046,1745,0.29,4301,5463,131.2,5.96,22.7,33.6,37.2,1,13,True,6.02
ddc790ff,6468,1742,0.27,4726,5941,89.1,4.05,15.2,41.5,41.3,1,15,True,5.72
df71d1ff,7879,1651,0.21,6228,7432,-48.9,11.02,38.4,53.3,57.2,2,14,True,12.74
df73b8f3,7150,1839,0.26,5311,6624,-54.9,12.59,45.5,63.0,65.6,2,19,True,15.62
df8290be,5675,1703,0.3,3972,5225,130.8,11.18,38.7,59.9,63.8,2,14,True,13.01
e0079ed1,5257,1786,0.34,3471,4807,-49.1,4.73,21.0,28.5,32.0,1,14,True,8.07
e03b45fd,7083,1741,0.25,5342,6587,118.1,15.25,75.8,38.9,44.6,1,56,True,15.75
e0f36d98,6714,1738,0.26,4976,6335,-75.0,8.92,29.2,45.9,49.4,1,20,True,14.25
e149204f,7549,1452,0.19,6097,7247,-49.3,4.53,16.8,56.2,60.0,2,263,True,4.55
e14d641e,4978,1794,0.36,3184,4488,130.7,6.06,19.6,62.2,65.6,2,18,True,6.82
e161bd0c,4813,1864,0.39,2949,4073,-45.9,4.27,18.3,46.4,54.0,1,79,True,4.33
e201fd6d,6912,1842,0.27,5070,6348,127.6,13.43,40.5,28.3,27.6,1,23,True,16.37
e25f1537,5018,1841,0.37,3177,4450,131.0,12.4,30.7,23.7,24.4,1,7,True,13.01
e2fc7745,5343,1651,0.31,3692,4753,101.5,9.21,34.7,7.3,6.3,1,5,True,13.34
e32da4ec,6148,1459,0.24,4689,5931,90.6,8.09,32.8,31.9,34.3,1,12,True,10.85
e3b34f5b,7293,1838,0.25,5455,6821,-48.7,8.87,30.2,28.7,27.3,1,8,True,10.35
e45a2a62,6697,1690,0.25,5007,6302,130.6,14.17,48.0,61.0,64.3,2,14,True,19.87
e46f4ef4,8930,1735,0.19,7195,8383,-68.1,4.91,22.1,38.2,38.8,1,15,True,4.93
e4726608,6268,1535,0.24,4733,5896,90.9,4.65,23.6,32.1,35.5,1,11,True,6.27
e5864244,6037,1568,0.26,4469,5569,-52.6,9.29,53.0,33.3,36.3,1,60,True,26.81
e5c92e59,5927,1632,0.28,4295,5545,131.3,6.14,27.0,35.4,38.6,1,12,True,7.71
e5ff9fd2,4198,1844,0.44,2354,3612,97.2,5.25,16.5,51.2,59.5,1,13,True,8.89
e6c55748,5959,1487,0.25,4472,5488,-47.6,9.34,30.0,11.5,13.4,1,5,True,9.4
e730c32b,6469,1741,0.27,4728,5907,87.7,5.25,20.0,58.1,63.0,2,25,True,11.65
e737965a,7694,1739,0.23,5955,7303,131.4,9.83,30.4,59.9,62.3,2,12,True,9.9
e748dd88,6264,1452,0.23,4812,5867,-64.6,4.94,19.4,3.4,3.4,1,4,True,4.99
e7818f7a,6829,1458,0.21,5371,6357,-47.5,4.28,24.4,24.2,28.5,1,8,True,6.31
e7c36e81,5655,2124,0.38,3531,5054,130.7,5.96,21.6,54.1,63.7,2,22,True,7.35
e7d0c1de,6455,1744,0.27,4711,5960,-96.4,3.88,17.1,3.7,3.7,1,3,True,6.86
e85074c5,7236,1561,0.22,5675,6755,-43.8,4.29,17.0,44.2,44.4,1,9,True,11.35
e97032ad,5654,2124,0.38,3530,5042,131.7,4.02,16.4,48.4,54.6,2,22,True,11.96
e9949a23,6407,1848,0.29,4559,5817,131.4,10.97,48.7,37.4,40.9,1,13,True,11.58
ea0b99b7,10939,1700,0.16,9239,10413,-68.5,6.27,27.6,51.2,51.1,1,19,True,12.16
ea3a0e38,11794,1742,0.15,10052,11232,-49.9,8.5,33.5,54.2,56.9,1,19,True,9.23
ea41324e,6839,1814,0.27,5025,6422,-90.9,5.13,20.5,31.2,34.3,1,15,True,5.29
eabc711b,7314,1966,0.27,5348,6685,110.2,10.96,37.1,41.1,43.3,1,20,True,11.7
eac10e86,7501,1434,0.19,6067,7205,-45.8,3.27,17.6,24.2,26.9,1,18,True,5.62
eafb863e,5317,1749,0.33,3568,4823,129.5,6.53,36.4,31.5,33.5,1,159,True,13.46
eb06a4e7,6379,1844,0.29,4535,5825,84.5,9.53,30.5,3.6,3.4,1,2,True,9.67
eb640a35,7782,1745,0.22,6037,7306,-69.4,9.62,31.0,47.6,50.4,1,17,True,9.97
eb934281,7812,1841,0.24,5971,7332,91.1,2.67,10.1,15.7,17.3,1,8,True,3.14
eba6605e,5719,1309,0.23,4410,5302,38.0,9.05,26.6,20.8,22.6,1,7,True,15.63
ebe69318,6718,1742,0.26,4976,6129,-47.8,4.82,18.2,20.9,23.5,1,19,True,4.83
ec0d597b,6452,1836,0.28,4616,5875,-44.7,12.73,44.3,7.2,6.7,1,5,True,16.44
ec13af42,7362,1900,0.26,5462,6752,-49.0,8.79,29.6,51.6,55.1,2,216,True,10.91
ecdab904,8176,2029,0.25,6147,7483,92.6,7.65,30.4,6.9,7.0,1,5,True,16.92
ecdaf714,8240,1648,0.2,6592,7735,132.3,10.04,31.9,4.4,4.3,1,3,True,15.35
ed6436d6,5027,2082,0.41,2945,4397,110.6,1.09,5.3,3.6,3.4,1,3,True,1.62
ed6e6e54,7385,1337,0.18,6048,7230,110.7,10.54,43.1,7.6,8.3,1,7,True,11.95
edf885a3,4863,1746,0.36,3117,4357,134.4,8.52,24.9,10.5,12.1,1,45,True,12.29
ee0300f7,6161,1617,0.26,4544,5666,-69.2,7.43,36.6,30.5,36.9,1,9,True,25.68
ee288beb,6190,1552,0.25,4638,5680,-73.1,19.78,59.8,30.1,32.6,1,17,True,27.52
ee4aecac,6596,1331,0.2,5265,6369,-52.9,3.86,20.4,16.7,17.8,1,15,True,10.78
eeda36f5,6198,1401,0.23,4797,5876,-75.9,3.25,13.2,4.1,3.7,1,4,True,5.47
eeed308d,5503,1604,0.29,3899,5022,-47.5,8.79,22.4,53.7,56.5,1,220,True,9.69
ef04658e,5664,1560,0.28,4104,5223,124.7,7.85,29.2,14.8,17.0,1,10,True,15.45
ef8e3ed0,6637,1413,0.21,5224,6451,91.0,8.7,32.9,47.1,49.7,1,14,True,14.64
efde6ac3,6220,1661,0.27,4559,5738,-70.1,7.01,26.7,41.4,40.7,1,18,True,10.2
efe96181,5464,1452,0.27,4012,4883,-47.3,5.28,30.4,18.3,17.2,1,7,True,27.54
f0188a48,6139,1969,0.32,4170,5494,-53.2,5.88,27.9,4.9,1.3,1,227,True,6.02
f021b650,5610,1871,0.33,3739,5019,110.8,3.6,12.4,35.4,39.4,1,16,True,6.68
f03f10fe,5823,1678,0.29,4145,5410,-47.7,6.6,24.8,20.7,22.9,1,6,True,9.38
f053a1b9,5952,1844,0.31,4108,5425,110.2,4.73,21.5,19.9,23.4,1,11,True,10.03
f074d277,3868,1415,0.37,2453,3549,133.0,6.57,24.0,22.6,27.4,1,31,True,12.19
f07d7037,7688,2125,0.28,5563,7097,91.1,3.69,16.4,4.1,4.3,1,3,True,7.5
f08774c3,5645,1745,0.31,3900,5052,148.7,11.41,36.7,7.5,7.6,1,4,True,11.45
f140c2fa,6024,1942,0.32,4082,5434,135.5,6.47,22.7,21.5,21.4,1,21,True,13.32
f16e25e3,6585,1934,0.29,4651,6029,94.8,2.9,11.9,40.1,44.4,1,17,True,2.96
f2d4c8c9,7908,1659,0.21,6249,7507,132.1,3.42,15.4,51.9,56.2,2,18,True,4.23
f321a31c,6555,1414,0.22,5141,6313,-54.0,10.86,35.2,3.9,3.9,1,3,True,12.56
f40cd091,6776,1610,0.24,5166,6432,113.4,7.54,26.4,63.9,66.2,2,27,True,7.73
f439a621,4695,1874,0.4,2821,4256,130.2,6.11,23.6,43.5,49.8,1,17,True,6.66
f49fdea3,7027,1636,0.23,5391,6520,134.6,3.55,17.2,5.5,5.6,1,4,True,12.41
f4d12d23,5448,1747,0.32,3701,4897,129.9,6.45,24.6,24.6,28.8,1,11,True,16.06
f56d3ace,7383,1951,0.26,5432,6775,-91.6,4.34,17.9,38.1,39.6,1,13,True,6.9
f5859199,7438,1648,0.22,5790,6904,111.0,6.78,26.9,62.8,67.2,2,25,True,15.92
f5d8aab6,6576,2132,0.32,4444,5909,103.2,5.81,24.1,12.1,15.9,1,11,True,15.7
f631da6e,5604,1511,0.27,4093,5339,131.0,5.82,20.4,53.5,56.7,1,14,True,8.78
f6824bb0,6864,1849,0.27,5015,6233,130.9,10.91,37.4,14.0,15.2,1,6,True,20.84
f6bc699b,5501,1749,0.32,3752,4959,-49.5,8.17,29.1,32.2,33.8,1,18,True,10.62
f6d009f4,8003,1288,0.16,6715,7438,120.2,24.3,84.5,29.0,32.3,1,16,True,47.04
f72b268f,7918,1514,0.19,6404,7445,-91.6,8.96,32.8,6.0,4.7,1,105,True,12.94
f8662c22,6957,1528,0.22,5429,6658,-53.1,7.24,26.9,47.4,50.7,1,11,True,15.63
f88ddb26,6585,1595,0.24,4990,6110,-90.2,21.91,78.6,3.9,3.7,1,2,True,51.4
f8afa78a,7367,1335,0.18,6032,7063,-47.8,5.61,25.7,47.2,49.2,2,10,True,14.72
f8f59188,6740,1933,0.29,4807,6148,88.6,4.99,17.8,61.6,64.3,2,16,True,6.92
f9fc81aa,7113,1515,0.21,5598,6777,-48.1,8.64,31.1,6.0,6.6,1,8,True,8.64
fa16d114,6928,1242,0.18,5686,6819,-45.6,12.89,41.0,50.1,51.2,2,19,True,20.82
fa31da94,6681,1654,0.25,5027,6088,-51.7,4.81,17.4,63.7,69.5,2,19,True,5.19
fa667be2,8798,1502,0.17,7296,8596,111.2,5.22,23.5,13.2,12.5,1,13,True,8.8
fae0c593,6147,1744,0.28,4403,5595,108.1,10.94,31.8,3.2,3.2,1,3,True,10.97
fb03ae90,8129,1698,0.21,6431,7558,75.8,11.0,50.8,15.6,16.9,1,12,True,42.89
fb0904bd,5087,1906,0.37,3181,4544,130.8,1.26,5.1,50.6,54.2,2,19,True,1.8
fb3848a1,7859,1940,0.25,5919,7285,130.6,5.95,22.4,57.0,60.6,1,12,True,9.96
fb73b13a,7465,1825,0.24,5640,6971,120.0,9.07,31.0,35.0,40.2,1,12,True,9.98
fba7683c,2058,1651,0.8,407,1529,108.3,2.27,9.9,2.0,1.7,1,1,True,2.56
fbd68d27,8552,1723,0.2,6829,8149,-48.3,9.16,38.9,22.1,25.3,1,13,True,22.1
fc03f21f,6202,1399,0.23,4803,5625,111.5,7.96,27.9,7.1,7.3,1,10,True,12.91
fc0d20b2,5308,1354,0.26,3954,5121,130.8,9.17,23.7,44.2,47.8,2,19,True,11.93
fcfcc902,4665,1874,0.4,2791,3996,-65.3,2.95,17.6,4.0,4.7,1,9,True,8.81
fd3b4faa,6956,1934,0.28,5022,6389,88.9,6.65,22.2,55.2,55.0,1,13,True,7.45
fd710aea,5960,1743,0.29,4217,5475,118.1,4.74,15.9,22.2,25.8,1,11,True,7.2
fd8f77fa,6756,1484,0.22,5272,6159,-92.3,10.66,41.8,47.3,50.6,1,21,True,27.42
fde20ecf,6386,1719,0.27,4667,5743,-91.0,6.81,24.3,27.1,29.9,1,9,True,16.32
fdfd57da,7364,2128,0.29,5236,6678,-89.3,3.6,15.3,49.0,55.4,1,19,True,4.3
febb4411,6275,2028,0.32,4247,5641,-52.5,7.15,31.8,3.2,3.5,1,2,True,13.03
fef8af96,5068,1242,0.25,3826,4821,-50.2,24.43,88.8,32.7,34.9,1,8,True,44.55
ff0aea78,4976,1715,0.34,3261,4605,91.1,11.08,39.4,35.2,45.6,2,20,True,30.7
ff8bb73a,7670,1743,0.23,5927,7144,130.9,9.21,43.8,4.9,5.2,1,6,True,9.86
ffefef30,6421,1851,0.29,4570,5930,-75.5,6.46,21.7,29.1,28.7,1,15,True,7.04
